HHID,province,district_real,altitude_m,farm_size_ha,soil_ph,nitrogen,phosphorus,potassium,soc,annual_rainfall_mm,avg_temperature_C,avg_humidity_pct,used_improved_seed,used_inorganic_fert,used_organic_fert,used_pesticide,used_irrigation,soil_measures_count,num_crops_grown,grew_maize,grew_beans,grew_cassava,grew_rice,grew_irish_potato,grew_tomato,grew_sweet_potato,grew_banana,yield_maize_t_ha,yield_beans_t_ha,yield_cassava_t_ha,yield_rice_t_ha,yield_irish_potato_t_ha,yield_tomato_t_ha,yield_sweet_potato_t_ha,yield_banana_t_ha,recommended_crop,recommended_confidence,weight
HHD109954,Southern,Nyaruguru,1646,0.68,6.26,0.164,0.094,0.135,2.97,1010.2,22.03,79.7,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0,,,,,,,10.29,,sweet_potato,1.0,0.252
HHD109955,Eastern,Rwamagana,1159,0.93,4.59,0.546,0.069,0.213,3.41,658.9,21.11,59.9,0,0,0,1,0,1,1,0,0,0,0,0,0,1,0,,,,,,,11.35,,sweet_potato,1.0,1.088
HHD109956,Western,Nyamasheke,1299,1.22,6.06,0.5,0.034,0.506,2.6,782.9,17.62,78.1,1,0,1,0,0,0,2,0,0,0,1,0,0,1,0,,,,7.11,,,17.43,,sweet_potato,0.71,1.252
HHD109957,Southern,Nyaruguru,1582,2.03,6.29,0.189,0.109,0.766,2.67,920.0,27.47,76.3,1,0,1,1,0,0,1,1,0,0,0,0,0,0,0,8.52,,,,,,,,maize,1.0,0.487
HHD109958,Southern,Gisagara,1590,3.76,6.66,0.324,0.005,0.296,2.58,1004.3,26.61,68.1,1,1,0,0,0,1,1,1,0,0,0,0,0,0,0,5.67,,,,,,,,maize,1.0,2.557
HHD109959,Western,Rutsiro,1310,1.79,5.47,0.448,0.076,0.931,3.32,892.9,23.07,70.9,0,1,0,0,0,0,1,0,0,1,0,0,0,0,0,,,19.91,,,,,,cassava,1.0,6.253
HHD109960,Eastern,Gatsibo,1108,2.72,5.84,0.02,0.163,0.251,2.12,946.3,21.0,62.7,0,1,0,1,0,0,1,0,0,1,0,0,0,0,0,,,19.69,,,,,,cassava,1.0,0.999
HHD109961,Eastern,Bugesera,1201,1.54,6.04,0.393,0.117,0.655,2.59,847.5,17.99,64.0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,,,17.0,,,,,,cassava,1.0,2.123
HHD109962,Northern,Musanze,1653,0.99,4.04,0.52,0.195,0.239,2.93,881.1,22.06,82.5,0,0,0,0,0,0,2,0,0,0,1,0,0,1,0,,,,7.08,,,15.06,,sweet_potato,0.68,1.526
HHD109963,Western,Rusizi,1372,1.46,6.58,0.037,0.05,0.073,3.02,907.2,19.45,72.4,0,1,0,0,0,2,2,0,0,1,0,1,0,0,0,,,15.53,,16.65,,,,irish_potato,0.517,2.114
HHD109964,Southern,Muhanga,1695,3.3,5.9,0.384,0.103,0.354,1.37,968.6,20.94,85.3,0,0,0,0,0,1,1,0,0,0,0,0,1,0,0,,,,,,24.16,,,tomato,1.0,2.363
HHD109965,Western,Nyamasheke,1258,1.99,5.36,0.393,0.023,0.542,2.93,805.8,16.58,81.0,1,1,0,0,0,0,2,0,0,0,1,0,0,0,1,,,,11.66,,,,40.3,banana,0.776,2.728
HHD109966,Kigali,Kicukiro,1309,0.74,6.52,0.581,0.075,0.475,1.06,807.9,24.76,74.0,1,0,1,0,0,1,1,0,0,0,0,1,0,0,0,,,,,14.61,,,,irish_potato,1.0,3.04
HHD109967,Southern,Muhanga,1669,2.75,6.48,0.472,0.093,0.288,2.97,826.7,21.41,55.7,1,0,1,0,1,0,1,0,0,0,0,0,0,1,0,,,,,,,21.31,,sweet_potato,1.0,1.777
HHD109968,Southern,Muhanga,1700,1.14,6.23,0.326,0.005,0.02,3.85,869.1,18.94,89.4,1,0,0,0,0,1,2,1,0,0,0,0,1,0,0,2.47,,,,,17.07,,,tomato,0.874,3.536
HHD109969,Western,Ngororero,1506,1.83,6.05,0.058,0.015,0.323,5.04,818.3,23.35,87.2,0,0,0,0,0,1,3,0,1,0,0,0,1,0,1,,1.47,,,,21.24,,37.28,banana,0.621,0.672
HHD109970,Western,Karongi,1481,1.49,6.08,0.267,0.133,0.201,2.87,866.2,21.5,86.1,0,0,1,0,0,0,2,1,1,0,0,0,0,0,0,4.89,2.13,,,,,,,maize,0.697,2.367
HHD109971,Southern,Nyaruguru,1718,1.41,5.97,0.557,0.176,0.741,2.48,765.7,24.4,63.6,1,0,0,0,0,0,2,0,0,0,1,0,0,0,1,,,,6.71,,,,35.03,banana,0.839,1.268
HHD109972,Southern,Gisagara,1505,4.04,5.8,0.299,0.093,0.37,4.2,923.4,18.72,83.4,0,1,0,1,0,1,2,0,1,0,0,0,1,0,0,,2.0,,,,35.26,,,tomato,0.946,1.429
HHD109973,Southern,Nyaruguru,1548,1.69,5.14,0.466,0.144,0.479,0.4,761.6,16.28,73.6,0,1,1,0,0,1,1,0,0,0,1,0,0,0,0,,,,7.95,,,,,rice,1.0,1.793
HHD109974,Northern,Gakenke,1906,0.03,4.85,0.305,0.015,0.308,2.84,1301.2,19.76,80.3,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,,,,,,10.34,,,tomato,1.0,0.907
HHD109975,Southern,Ruhango,1684,0.96,6.36,0.494,0.089,0.249,1.33,1017.8,23.01,78.5,0,0,1,0,0,1,1,0,0,1,0,0,0,0,0,,,15.8,,,,,,cassava,1.0,0.695
HHD109976,Southern,Muhanga,1713,0.17,5.2,0.516,0.14,0.207,3.22,1278.2,22.24,76.3,0,0,0,0,1,1,1,1,0,0,0,0,0,0,0,3.87,,,,,,,,maize,1.0,0.347
HHD109977,Northern,Musanze,1826,0.19,6.18,0.558,0.238,0.414,2.7,791.2,19.02,70.7,1,0,0,0,0,0,2,0,0,1,0,0,0,0,1,,,13.35,,,,,18.79,banana,0.585,0.645
HHD109978,Southern,Nyanza,1481,2.06,5.58,0.217,0.177,0.239,4.44,1228.0,21.59,63.3,0,1,0,0,0,1,2,1,1,0,0,0,0,0,0,8.05,2.27,,,,,,,maize,0.78,0.558
HHD109979,Southern,Muhanga,1623,0.14,5.54,0.401,0.114,0.629,2.85,1194.6,20.8,86.6,0,0,0,0,0,0,2,1,0,0,0,0,0,1,0,3.0,,,,,,8.55,,sweet_potato,0.74,2.211
HHD109980,Kigali,Nyarugenge,1470,0.25,5.93,0.665,0.085,0.642,3.74,682.5,16.7,69.0,0,0,0,0,0,1,2,0,0,0,1,0,0,1,0,,,,3.92,,,6.77,,sweet_potato,0.633,4.182
HHD109981,Western,Nyamasheke,1408,0.18,6.21,0.486,0.005,0.362,4.57,882.3,18.3,76.6,1,1,0,1,0,0,3,0,0,1,0,1,1,0,0,,,15.28,,11.94,22.95,,,tomato,0.457,2.285
HHD109982,Northern,Gicumbi,1778,0.32,6.08,0.449,0.005,0.507,2.7,1128.3,21.6,79.2,0,1,0,0,0,1,2,0,1,1,0,0,0,0,0,,1.3,16.22,,,,,,cassava,0.926,2.832
HHD109983,Eastern,Nyagatare,1361,0.11,5.73,0.38,0.049,0.32,1.04,1268.1,27.94,78.8,0,0,0,0,0,0,2,0,1,0,1,0,0,0,0,,1.26,,3.19,,,,,rice,0.717,3.74
HHD109984,Western,Ngororero,1473,1.68,5.87,0.608,0.135,0.02,2.94,789.7,23.24,84.9,0,1,0,0,1,0,1,0,0,0,0,1,0,0,0,,,,,36.73,,,,irish_potato,1.0,2.166
HHD109985,Southern,Muhanga,1583,0.61,6.31,0.548,0.054,0.366,1.11,1038.2,25.72,67.3,0,0,1,0,0,1,3,0,0,0,1,1,0,1,0,,,,5.36,17.7,,6.66,,irish_potato,0.596,3.502
HHD109986,Western,Ngororero,1510,1.27,6.3,0.301,0.188,0.333,2.35,919.9,19.48,83.8,1,0,0,0,0,1,1,1,0,0,0,0,0,0,0,4.41,,,,,,,,maize,1.0,3.0
HHD109987,Western,Nyamasheke,1260,1.06,6.1,0.603,0.156,0.397,3.47,860.7,21.09,82.9,0,0,1,0,1,2,1,0,0,0,0,0,0,1,0,,,,,,,12.14,,sweet_potato,1.0,0.529
HHD109988,Kigali,Nyarugenge,1445,0.53,5.54,0.237,0.129,0.02,1.79,621.9,18.78,75.1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,,,,,,,7.19,,sweet_potato,1.0,0.42
HHD109989,Southern,Muhanga,1556,1.39,5.11,0.368,0.022,0.364,1.65,913.3,20.55,76.0,0,1,0,0,0,0,2,1,0,0,1,0,0,0,0,6.45,,,7.72,,,,,rice,0.545,1.839
HHD109990,Southern,Ruhango,1728,0.01,5.8,0.184,0.142,0.292,2.49,742.2,22.66,86.5,0,0,0,0,0,1,1,0,0,1,0,0,0,0,0,,,7.2,,,,,,cassava,1.0,1.19
HHD109991,Western,Rubavu,1313,0.86,5.75,0.26,0.183,0.7,2.08,833.5,14.83,74.1,0,0,0,0,0,0,2,0,0,0,1,0,0,0,1,,,,5.54,,,,25.51,banana,0.822,0.463
HHD109992,Eastern,Bugesera,1227,2.06,6.07,0.364,0.25,0.146,2.19,969.3,16.39,76.4,0,1,0,0,0,0,2,0,1,0,0,0,0,1,0,,2.66,,,,,15.91,,sweet_potato,0.857,3.855
HHD109993,Western,Rusizi,1453,0.63,6.74,0.603,0.126,0.187,2.26,1353.6,21.85,81.2,0,1,0,0,0,0,1,0,1,0,0,0,0,0,0,,1.82,,,,,,,beans,1.0,2.554
HHD109994,Southern,Muhanga,1690,0.04,7.64,0.218,0.173,0.226,2.35,974.3,22.19,77.9,0,0,1,0,0,0,1,0,0,1,0,0,0,0,0,,,11.18,,,,,,cassava,1.0,2.204
HHD109995,Southern,Ruhango,1722,0.5,5.95,0.465,0.229,0.169,3.61,517.8,22.41,95.1,0,0,1,0,0,0,3,1,1,0,0,0,0,0,1,2.98,1.19,,,,,,17.15,banana,0.804,3.181
HHD109996,Kigali,Nyarugenge,1431,0.62,6.84,0.224,0.229,0.545,1.59,1090.6,22.88,69.2,1,1,0,1,0,1,3,1,1,0,1,0,0,0,0,5.46,1.94,,5.88,,,,,rice,0.443,2.793
HHD109997,Southern,Huye,1631,1.55,6.47,0.503,0.077,0.533,3.04,1002.0,25.76,70.2,0,1,0,0,0,0,2,0,0,0,0,1,0,1,0,,,,,20.05,,16.68,,irish_potato,0.546,0.295
HHD109998,Northern,Burera,1638,0.63,6.19,0.549,0.115,0.411,2.01,1220.8,23.62,77.1,0,0,0,0,0,1,2,0,0,0,1,0,1,0,0,,,,4.73,,11.68,,,tomato,0.712,2.936
HHD109999,Western,Nyabihu,1301,2.96,6.17,0.384,0.005,0.269,1.68,952.8,21.71,76.1,0,0,0,0,0,2,1,0,0,0,0,0,1,0,0,,,,,,29.88,,,tomato,1.0,0.584
HHD110000,Eastern,Bugesera,1144,0.32,5.66,0.02,0.11,0.589,2.97,996.7,19.63,68.5,0,0,0,0,0,1,1,1,0,0,0,0,0,0,0,3.2,,,,,,,,maize,1.0,0.697
HHD110001,Western,Karongi,1365,0.06,6.61,0.347,0.013,0.298,4.56,1170.9,23.85,89.2,1,1,1,0,0,1,2,0,0,0,0,1,0,0,1,,,,,19.74,,,20.08,banana,0.504,1.823
HHD110002,Southern,Gisagara,1554,1.06,5.93,0.423,0.099,0.065,3.31,987.2,22.96,59.9,1,0,0,0,0,0,2,0,1,1,0,0,0,0,0,,1.54,13.01,,,,,,cassava,0.894,2.398
HHD110003,Eastern,Bugesera,1209,1.21,6.14,0.418,0.216,0.02,3.39,681.8,26.28,71.2,0,1,0,0,0,0,3,1,0,0,1,0,0,1,0,6.28,,,4.89,,,15.95,,sweet_potato,0.588,1.759
HHD110004,Kigali,Nyarugenge,1350,1.2,6.67,0.21,0.115,0.02,2.6,1449.2,20.87,83.2,0,0,1,0,0,3,1,0,0,0,0,0,0,0,1,,,,,,,,21.15,banana,1.0,0.482
HHD110005,Southern,Muhanga,1714,1.83,6.97,0.442,0.227,0.187,3.63,639.1,22.43,76.1,0,0,0,0,1,0,3,1,0,0,1,1,0,0,0,8.11,,,6.91,19.75,,,,irish_potato,0.568,0.594
HHD110006,Southern,Nyamagabe,1550,0.37,5.88,0.295,0.155,0.52,4.69,843.5,22.58,89.6,1,0,1,0,0,0,3,0,1,0,1,1,0,0,0,,1.71,,6.56,15.41,,,,irish_potato,0.651,1.656
HHD110007,Southern,Nyanza,1446,0.62,6.16,0.414,0.052,0.362,2.39,614.2,18.04,64.0,0,1,0,0,0,0,3,0,1,0,0,0,0,1,1,,1.49,,,,,10.65,24.91,banana,0.672,1.352
HHD110008,Eastern,Nyagatare,1273,0.99,5.72,0.345,0.214,0.625,0.78,1016.8,23.63,71.7,0,0,0,1,0,0,2,0,0,1,0,0,0,1,0,,,11.71,,,,13.03,,sweet_potato,0.527,2.886
HHD110009,Northern,Gicumbi,1832,0.92,6.15,0.164,0.173,0.37,2.27,817.7,20.13,75.1,0,0,0,0,0,2,3,1,1,0,1,0,0,0,0,3.93,1.91,,3.87,,,,,maize,0.405,2.068
HHD110010,Eastern,Bugesera,1219,3.53,5.67,0.323,0.106,0.187,1.7,841.6,21.99,98.0,0,1,0,0,0,2,3,1,0,1,0,0,0,1,0,5.86,,24.1,,,,17.63,,cassava,0.506,3.175
HHD110011,Southern,Muhanga,1576,0.32,6.05,0.312,0.098,0.421,2.76,959.1,20.65,84.6,0,0,0,1,0,1,1,0,0,0,0,0,1,0,0,,,,,,16.91,,,tomato,1.0,1.68
HHD110012,Northern,Musanze,1677,0.89,6.51,0.577,0.129,0.379,3.98,803.3,20.71,62.3,0,0,0,0,0,1,1,0,0,0,0,0,0,1,0,,,,,,,10.62,,sweet_potato,1.0,1.017
HHD110013,Eastern,Nyagatare,1296,0.9,5.82,0.515,0.175,0.049,1.19,1078.2,20.59,67.1,1,1,1,1,0,1,1,0,0,0,1,0,0,0,0,,,,8.44,,,,,rice,1.0,4.219
HHD110014,Northern,Burera,1798,1.16,5.62,0.347,0.057,0.503,0.2,802.3,18.72,59.1,0,1,1,0,0,0,2,1,0,0,1,1,0,0,0,5.72,,,7.02,17.47,,,,irish_potato,0.578,2.946
HHD110015,Northern,Musanze,1716,3.06,5.98,0.36,0.342,0.466,1.7,919.4,20.93,78.2,0,0,0,0,0,1,1,0,0,0,1,0,0,0,0,,,,8.55,,,,,rice,1.0,1.321
HHD110016,Northern,Musanze,1651,0.17,6.32,0.378,0.125,0.02,2.69,880.4,24.4,71.8,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,,,11.19,,,,,,cassava,1.0,1.487
HHD110017,Southern,Nyaruguru,1531,0.29,6.06,0.586,0.138,0.301,4.71,854.6,13.22,81.8,0,1,1,0,0,1,3,0,1,0,1,0,0,0,1,,1.29,,5.96,,,,25.21,banana,0.777,2.205
HHD110018,Kigali,Nyarugenge,1513,2.04,5.86,0.743,0.262,0.574,0.61,857.4,22.58,67.6,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,,,21.55,,,,,,cassava,1.0,6.39
HHD110019,Eastern,Nyagatare,1353,2.21,5.03,0.378,0.14,0.282,2.05,674.1,25.05,78.4,1,0,0,1,0,1,1,1,0,0,0,0,0,0,0,4.27,,,,,,,,maize,1.0,4.226
HHD110020,Southern,Gisagara,1567,0.93,6.21,0.571,0.199,0.529,4.75,954.6,23.74,82.7,0,1,1,0,0,0,2,0,0,0,0,0,1,1,0,,,,,,22.03,21.73,,tomato,0.503,3.075
HHD110021,Kigali,Nyarugenge,1510,1.42,5.56,0.07,0.094,0.219,2.21,1026.2,19.56,79.4,1,0,0,0,0,0,3,1,1,0,0,1,0,0,0,4.11,1.65,,,14.88,,,,irish_potato,0.721,1.392
HHD110022,Kigali,Nyarugenge,1387,0.13,5.65,0.02,0.06,0.307,2.23,921.8,21.4,67.0,0,1,0,0,0,1,3,1,0,1,0,0,0,0,1,3.05,,11.23,,,,,15.09,banana,0.514,1.191
HHD110023,Western,Karongi,1481,1.05,5.49,0.188,0.169,0.26,1.43,988.1,16.33,78.4,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0,,,,,,,12.21,,sweet_potato,1.0,1.334
HHD110024,Eastern,Bugesera,1114,0.64,5.38,0.425,0.245,0.478,4.39,970.8,30.0,81.5,0,1,0,1,0,3,1,0,0,1,0,0,0,0,0,,,16.73,,,,,,cassava,1.0,3.563
HHD110025,Southern,Muhanga,1631,0.94,6.94,0.541,0.132,0.02,1.38,680.3,19.03,68.4,1,0,0,1,0,0,1,0,0,0,1,0,0,0,0,,,,6.21,,,,,rice,1.0,3.063
HHD110026,Southern,Huye,1541,0.26,5.74,0.412,0.136,0.228,3.41,938.0,25.65,61.5,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,,,,,,11.15,,,tomato,1.0,2.334
HHD110027,Western,Nyabihu,1318,2.08,5.64,0.585,0.062,0.139,2.16,867.8,20.67,68.4,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0,,,,8.08,,,,,rice,1.0,2.008
HHD110028,Kigali,Nyarugenge,1514,2.06,5.56,0.752,0.151,0.517,2.63,917.4,22.94,87.1,0,1,0,0,0,0,2,0,0,1,0,0,0,1,0,,,25.66,,,,19.84,,cassava,0.564,0.823
HHD110029,Southern,Muhanga,1587,0.75,6.43,0.379,0.185,0.227,0.21,1013.1,20.31,89.5,1,1,0,1,0,0,2,0,1,0,0,0,0,0,1,,2.81,,,,,,29.82,banana,0.914,1.801
HHD110030,Eastern,Bugesera,1087,1.31,6.77,0.591,0.102,0.43,3.85,906.1,22.59,83.6,0,0,0,0,0,0,3,0,0,1,1,0,1,0,0,,,12.41,7.72,,15.49,,,tomato,0.435,3.95
HHD110031,Western,Nyabihu,1324,0.49,6.91,0.389,0.144,0.421,1.47,883.3,23.01,69.0,1,0,0,0,0,0,3,0,1,0,0,1,1,0,0,,1.42,,,12.43,20.12,,,tomato,0.592,1.002
HHD110032,Southern,Nyaruguru,1637,1.99,5.76,0.444,0.079,0.129,1.6,872.1,26.04,73.0,0,1,0,0,0,1,2,0,0,1,1,0,0,0,0,,,17.58,9.36,,,,,cassava,0.653,2.043
HHD110033,Southern,Nyaruguru,1713,0.22,5.77,0.531,0.092,0.141,3.79,647.5,21.71,73.8,0,0,1,1,0,0,1,0,0,0,0,0,0,1,0,,,,,,,9.28,,sweet_potato,1.0,2.244
HHD110034,Eastern,Nyagatare,1337,2.55,7.29,0.475,0.083,0.253,3.7,792.9,29.89,67.0,0,0,0,0,0,1,2,0,0,0,0,1,0,0,1,,,,,18.45,,,31.1,banana,0.628,3.863
HHD110035,Eastern,Rwamagana,1305,3.03,5.19,0.5,0.18,0.422,2.32,701.4,17.01,64.9,0,0,0,1,0,1,1,0,0,0,1,0,0,0,0,,,,6.45,,,,,rice,1.0,2.137
HHD110036,Southern,Gisagara,1606,1.33,6.14,0.443,0.11,0.466,2.22,715.8,25.75,73.3,0,0,0,0,0,2,2,0,1,0,0,1,0,0,0,,1.42,,,11.26,,,,irish_potato,0.888,1.401
HHD110037,Northern,Musanze,1767,0.35,6.5,0.401,0.142,0.66,1.31,786.5,21.1,70.5,1,0,0,0,0,3,3,1,0,0,0,1,0,1,0,3.36,,,,12.29,,13.9,,sweet_potato,0.47,0.494
HHD110038,Northern,Musanze,1656,0.41,6.65,0.281,0.123,0.566,3.22,1196.7,25.16,61.2,0,0,0,1,0,0,1,0,1,0,0,0,0,0,0,,1.35,,,,,,,beans,1.0,0.703
HHD110039,Western,Rusizi,1509,0.72,7.19,0.305,0.093,0.354,1.71,1037.2,25.58,77.6,0,0,0,1,0,0,1,0,0,0,0,0,0,1,0,,,,,,,9.31,,sweet_potato,1.0,2.519
HHD110040,Kigali,Nyarugenge,1373,0.91,5.61,0.427,0.163,0.193,3.28,970.7,23.55,97.2,0,0,0,0,0,0,2,0,0,0,0,1,0,0,1,,,,,13.47,,,18.56,banana,0.579,0.259
HHD110041,Southern,Nyamagabe,1478,1.2,6.27,0.283,0.174,0.121,2.57,1027.9,20.98,66.3,1,0,0,0,0,0,3,0,0,1,1,0,1,0,0,,,15.18,6.27,,19.34,,,tomato,0.474,3.014
HHD110042,Southern,Gisagara,1617,0.76,5.65,0.518,0.221,0.122,2.71,962.8,18.73,68.7,0,0,0,0,0,1,1,0,0,0,0,0,0,0,1,,,,,,,,18.84,banana,1.0,4.162
HHD110043,Eastern,Bugesera,1155,0.27,5.95,0.378,0.091,0.381,2.18,884.2,22.2,67.0,0,1,0,1,0,1,1,0,0,0,0,0,1,0,0,,,,,,16.05,,,tomato,1.0,3.725
HHD110044,Eastern,Gatsibo,1169,1.73,6.09,0.128,0.1,0.277,1.58,840.3,20.3,57.8,0,0,0,0,0,0,2,0,1,0,0,0,1,0,0,,1.7,,,,16.78,,,tomato,0.908,1.502
HHD110045,Kigali,Nyarugenge,1515,0.54,4.98,0.156,0.308,0.158,1.76,855.2,23.25,72.6,0,0,1,1,0,0,2,0,0,1,0,0,1,0,0,,,11.95,,,21.77,,,tomato,0.646,2.201
HHD110046,Southern,Nyaruguru,1541,2.72,6.81,0.756,0.068,0.061,5.7,1108.1,22.32,78.8,0,1,0,1,0,0,1,0,0,1,0,0,0,0,0,,,23.0,,,,,,cassava,1.0,1.676
HHD110047,Kigali,Nyarugenge,1500,1.06,5.34,0.244,0.151,0.602,4.4,959.0,21.44,57.1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,,,,,,,11.92,,sweet_potato,1.0,1.532
HHD110048,Kigali,Gasabo,1431,2.91,5.69,0.326,0.199,0.507,1.41,776.6,29.33,85.0,1,0,1,0,0,1,3,0,0,0,1,1,1,0,0,,,,8.47,30.54,25.32,,,irish_potato,0.475,0.974
HHD110049,Kigali,Nyarugenge,1370,0.29,6.23,0.273,0.063,0.459,4.27,1176.5,23.23,78.1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,,,,,,,,12.98,banana,1.0,4.622
HHD110050,Western,Ngororero,1586,0.92,6.1,0.301,0.109,0.504,4.05,866.7,23.87,80.6,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,,1.34,,,,,,,beans,1.0,0.897
HHD110051,Kigali,Nyarugenge,1408,2.35,6.0,0.411,0.099,0.406,5.86,1182.4,21.83,90.3,0,1,0,0,1,2,1,0,0,0,0,0,0,0,1,,,,,,,,28.14,banana,1.0,0.745
HHD110052,Western,Rubavu,1380,0.31,6.35,0.705,0.15,0.02,2.96,1071.3,24.71,83.6,0,0,0,0,0,0,2,0,0,1,0,0,0,0,1,,,11.5,,,,,13.25,banana,0.535,5.165
HHD110053,Southern,Muhanga,1602,0.72,7.61,0.474,0.191,0.32,3.32,858.2,20.69,77.9,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0,,,,5.78,,,,,rice,1.0,1.652
HHD110054,Northern,Gakenke,1911,1.35,5.77,0.205,0.201,0.341,1.09,1056.2,27.56,67.9,0,0,0,1,0,0,1,0,0,0,1,0,0,0,0,,,,5.36,,,,,rice,1.0,6.331
HHD110055,Western,Karongi,1444,1.55,6.78,0.611,0.087,0.224,2.91,827.6,22.39,89.2,0,0,0,0,0,2,1,1,0,0,0,0,0,0,0,4.75,,,,,,,,maize,1.0,1.435
HHD110056,Southern,Muhanga,1738,1.07,6.19,0.242,0.112,0.974,1.37,781.3,20.07,81.5,0,1,1,0,0,0,1,0,0,0,0,0,0,1,0,,,,,,,16.0,,sweet_potato,1.0,0.211
HHD110057,Northern,Gakenke,1836,0.03,5.42,0.563,0.153,0.02,2.29,968.6,22.22,63.9,0,1,0,1,0,1,2,0,1,0,0,1,0,0,0,,1.12,,,10.84,,,,irish_potato,0.906,3.219
HHD110058,Northern,Musanze,1825,1.22,6.62,0.214,0.144,0.612,4.73,659.1,20.73,89.0,0,1,0,1,0,0,2,1,1,0,0,0,0,0,0,4.74,3.7,,,,,,,maize,0.562,0.814
HHD110059,Kigali,Nyarugenge,1415,0.09,6.31,0.356,0.066,0.483,2.16,827.8,22.16,79.4,0,0,0,1,0,1,1,0,0,0,0,0,1,0,0,,,,,,12.4,,,tomato,1.0,3.682
HHD110060,Eastern,Bugesera,1177,1.13,6.62,0.176,0.186,0.154,5.07,769.8,17.5,75.2,1,1,1,0,0,0,1,0,1,0,0,0,0,0,0,,2.3,,,,,,,beans,1.0,1.801
HHD110061,Southern,Nyaruguru,1576,0.75,7.14,0.431,0.174,0.343,3.36,1056.5,21.85,64.8,1,1,0,0,0,1,2,0,0,0,0,0,1,1,0,,,,,,24.66,13.97,,tomato,0.638,3.076
HHD110062,Eastern,Nyagatare,1254,2.43,5.47,0.26,0.114,0.341,0.9,770.3,14.89,92.6,0,1,1,1,1,0,2,1,0,0,0,0,1,0,0,8.62,,,,,29.79,,,tomato,0.776,2.907
HHD110063,Kigali,Nyarugenge,1523,0.22,6.19,0.068,0.092,0.434,2.2,982.6,26.27,58.2,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,,,,4.29,,,,,rice,1.0,3.299
HHD110064,Eastern,Ngoma,1215,1.63,5.74,0.51,0.079,0.052,3.56,1191.2,15.22,72.3,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,,,14.77,,,,,,cassava,1.0,1.36
HHD110065,Eastern,Rwamagana,1239,0.73,5.51,0.443,0.073,0.646,2.13,874.2,23.02,71.1,0,0,0,0,0,0,2,1,0,0,0,1,0,0,0,3.7,,,,15.58,,,,irish_potato,0.808,3.293
HHD110066,Kigali,Nyarugenge,1486,1.13,6.27,0.298,0.076,0.382,3.29,1208.2,24.74,61.4,0,1,1,0,0,0,3,0,0,1,1,0,0,1,0,,,20.93,7.84,,,13.86,,cassava,0.491,4.002
HHD110067,Southern,Huye,1545,0.65,5.48,0.512,0.197,0.267,0.94,1012.7,19.81,67.9,1,0,1,0,1,2,2,1,1,0,0,0,0,0,0,4.35,1.26,,,,,,,maize,0.775,2.131
HHD110068,Eastern,Rwamagana,1112,0.43,5.48,0.318,0.052,0.267,2.0,1158.4,19.64,70.8,0,0,0,1,0,0,1,0,1,0,0,0,0,0,0,,1.61,,,,,,,beans,1.0,6.319
HHD110069,Kigali,Kicukiro,1384,0.66,5.84,0.457,0.076,0.378,0.71,654.7,17.97,69.4,0,1,0,0,0,2,2,0,0,1,0,0,1,0,0,,,14.94,,,18.34,,,tomato,0.551,0.646
HHD110070,Kigali,Nyarugenge,1527,0.26,5.02,0.503,0.229,0.16,2.27,906.5,25.24,88.9,0,1,1,1,1,0,1,0,1,0,0,0,0,0,0,,1.87,,,,,,,beans,1.0,2.176
HHD110071,Western,Karongi,1491,0.61,5.27,0.472,0.091,0.119,1.52,954.6,23.81,82.1,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,,,,,,18.04,,,tomato,1.0,1.736
HHD110072,Southern,Muhanga,1563,1.91,6.9,0.179,0.037,0.164,1.13,1112.2,23.6,63.8,0,1,0,0,0,3,2,0,0,1,0,1,0,0,0,,,28.48,,15.1,,,,cassava,0.654,0.245
HHD110073,Southern,Gisagara,1548,0.67,5.58,0.301,0.005,0.426,2.31,1164.7,19.75,79.0,0,1,0,0,1,0,1,1,0,0,0,0,0,0,0,4.13,,,,,,,,maize,1.0,0.157
HHD110074,Western,Rusizi,1483,0.2,4.99,0.407,0.055,0.223,2.47,786.0,22.0,90.2,0,1,0,0,0,2,1,0,0,1,0,0,0,0,0,,,12.37,,,,,,cassava,1.0,2.861
HHD110075,Kigali,Nyarugenge,1455,0.03,6.56,0.245,0.194,0.452,2.68,1056.2,19.57,74.7,0,0,0,1,0,3,2,0,1,0,0,0,0,0,1,,0.94,,,,,,16.34,banana,0.946,1.045
HHD110076,Eastern,Bugesera,1275,1.64,6.02,0.313,0.086,0.157,4.18,859.6,22.51,52.5,0,1,0,0,0,1,1,0,1,0,0,0,0,0,0,,2.0,,,,,,,beans,1.0,1.8
